search_id,domain_id,pass,strategy_phase,query,provider,date,filters,result_ids,kept,inclusion_rationale,exclusion_rationale,duplicate_handling,subject_source_id,chain_decision
LIT-01-S101,D07,1,D,iterated revision belief update Darwiche Pearl postulates AGM,arXiv API,2026-09-12,none,"arxiv:1807.09942 (On Strengthening the Logic of Iterated Belief Revision: Proper Ordinal Interval Operators); arxiv:2310.18714 (An Investigation of Darwiche and Pearl's Postulates for Iterated Belief Update); arxiv:1109.6344 (Admissible and Restrained Revision); arxiv:2202.08856 (Iterated Belief Change, Computationally)",arxiv:2310.18714; arxiv:2202.08856,"arxiv:2310.18714 directly investigates the Darwiche-Pearl postulates for iterated belief update (surfaced as an unkept incidental lead under D04 at LIT-01-S054; kept here under its proper domain, D07). arxiv:2202.08856 (Iterated Belief Change, Computationally) treats computational/algorithmic aspects of iterated revision, relevant to D-System's typed-transition comparison (H2) since it addresses how iterated revision is actually computed rather than only axiomatized.","arxiv:1807.09942 and arxiv:1109.6344 are further iterated-revision operator papers (ordinal interval operators, admissible/restrained revision) adjacent to the two kept papers without adding a materially distinct comparison point for this pass.",arxiv:2310.18714 previously appeared as an unkept incidental result at LIT-01-S054 (D04); kept here under its correct home domain D07.,none,none
LIT-01-S102,D07,1,D,AGM belief revision belief contraction epistemic entrenchment,Semantic Scholar API,2026-09-12,none,none,none,none,"HTTP 429 'Too Many Requests' returned immediately (rate-limited, no API key) - consistent with this endpoint's behavior throughout the campaign; zero results retrievable, no fallback key available under the free-endpoint-only constraint.",none,none,none
LIT-01-S103,D07,1,D,AGM belief revision implementation github reasoner,web search,2026-09-12,none,"github.com/simonwn/BeliefRevision (an AGM method based belief revision engine); github.com/Zedrichu/Belief-Revision-Agent (belief base entrenchment/contraction/expansion agent); github.com/topics/agm (topic index); github.com/tdiam/belief-revision-engine (Python, entrenchment-based ranking); github.com/vatojavier/AI-BeliefRevison; github.com/topics/belief-revision (topic index); github.com/angelnicolasc/epica (embeddable Rust runtime for formal AGM belief revision in LLM agents, MCP 2026 native); github.com/papos8/BeliefRevisionSimulation (Truth-Tracking by Belief Revision methods)",github.com/angelnicolasc/epica,"epica is a maintained OSS implementation explicitly building formal AGM belief revision (Core-Retainment-style minimal contraction) into an LLM-agent runtime with MCP-native integration and provenance-adjacent behavioral contracts - the strongest available direct evidence that AGM belief revision is already being packaged as agent infrastructure, bearing on H1/H2/H3 and the known-component/new-integration question generally. Flagged as a collision candidate for the extraction dispatch given the closeness to D-System's own agent-memory framing.","The remaining repos (simonwn/BeliefRevision, Zedrichu/Belief-Revision-Agent, tdiam/belief-revision-engine, vatojavier/AI-BeliefRevison, papos8/BeliefRevisionSimulation) are student/coursework-scale AGM implementations without agent-memory or provenance framing, useful only as confirmation that AGM belief revision is a well-trodden implementation exercise, not individually kept; the two GitHub topic-index pages are navigation aggregators, not primary sources.",none,none,none
LIT-01-S104,D07,1,E,AGM belief revision provenance implementation agent memory,web search,2026-09-12,none,arxiv:2606.22030 (When Does Belief-Based Agent Memory Help? Reliability-Conditional Updating and Provenance-Capped Poisoning Defense); arxiv:2606.17591 (Closing the Feedback Loop: From Experience Extraction to Insight Governance in Verbal Reinforcement Learning); arxiv:2603.17244 (Graph-Native Cognitive Memory for AI Agents: Formal Belief Revision Semantics for Versioned Memory Architectures); arxiv:2605.05583 (Belief Memory: Agent Memory Under Partial Observability); arxiv:2605.30771 (Eywa: Provenance-Grounded Long-Term Memory for AI Agents; confirmed via OpenAlex as 10.48550/arxiv.2605.30771); arxiv:1405.0034 (Belief Revision and Trust),arxiv:2603.17244; arxiv:2606.22030; arxiv:2605.30771,"arxiv:2603.17244 is the single strongest collision candidate this domain has produced: it explicitly proposes AGM-style formal belief-revision semantics over a graph-native, versioned, provenance-linked memory architecture for AI agents - directly overlapping D-System's state, transition and provenance models (H1/H2/H3/H5) - flagged CRITICAL_COLLISION candidate for the extraction dispatch. arxiv:2606.22030 combines belief-based agent memory with reliability-conditional (provenance-weighted) updating and an explicit poisoning defense, bearing on H3 (provenance as conflict-resolution input) and H10. arxiv:2605.30771 (Eywa) frames long-term agent memory explicitly as provenance-grounded, a close terminological and architectural match to D-System's provenance hypotheses (H3, H5).","arxiv:2606.17591 (verbal-RL insight governance) and arxiv:2605.05583 (belief memory under partial observability) are adjacent agent-memory papers without an explicit AGM/belief-revision-theoretic framing, left for the general agent-memory domains rather than kept redundantly here; arxiv:1405.0034 (Belief Revision and Trust) is relevant to trust/provenance but was superseded in priority by the three kept papers' closer architectural match.",none,none,none
LIT-01-S105,D07,1,E,"""belief revision"" provenance knowledge graph",web search,2026-09-12,none,"10.1371/journal.pone.0302490 (Knowledge graph revision in the context of unknown knowledge, PLOS One); ceur-ws.org/Vol-2173/paper4.pdf (Crowd-sourced knowledge graph extension: a belief revision based approach, Revenko and Sabou); semanticscholar.org/paper/21ed2f28291c8a2096e267eb67e37474c0b2fd11 (dup record of the same CEUR paper); github.com/topics/belief-revision (dup, already seen at LIT-01-S103); pmc.ncbi.nlm.nih.gov/articles/PMC11226096 (dup, same article as the PLOS One record); arxiv:2603.17244 (dup, already kept at LIT-01-S104); arxiv:2308.04161 (Current and Future Challenges in Knowledge Representation and Reasoning); arxiv:cs/0204032 (Belief Revision and Rational Inference); arxiv:1405.0034 (dup, already seen at LIT-01-S104)",10.1371/journal.pone.0302490; ceur-ws.org/Vol-2173/paper4.pdf; arxiv:cs/0204032,"The PLOS paper and the Revenko/Sabou CEUR paper are the two clearest direct applications of belief-revision theory to knowledge-graph update/extension found across this domain, squarely the belief-revision-plus-knowledge-graph collision this query targets (H1/H2/H3). arxiv:cs/0204032 (Belief Revision and Rational Inference) is a foundational rational-inference treatment of belief revision, previously surfaced but not kept as an incidental result under D04 at LIT-01-S054 - kept here under its correct home domain, with direct bearing on D-System's provenance-as-arbitration hypothesis (H3).","The Semantic Scholar and GitHub-topics results and the PMC record are duplicate/mirror listings of already-kept or already-excluded material; arxiv:2308.04161 is a broad KR&R challenges position paper, adjacent but not a direct belief-revision/KG collision; arxiv:2603.17244 and arxiv:1405.0034 already inspected/kept at LIT-01-S104.",arxiv:cs/0204032 previously appeared as an unkept incidental result at LIT-01-S054 (D04); kept here under its correct home domain D07. semanticscholar.org/paper/21ed2f28291c8a2096e267eb67e37474c0b2fd11 and pmc.ncbi.nlm.nih.gov/articles/PMC11226096 are duplicate/mirror records of items already listed in this row's result_ids.,none,none
LIT-01-S106,D08,1,A,truth maintenance system reason maintenance Doyle de Kleer,OpenAlex API,2026-09-12,none,"openalex:W1488207627 (Truth maintenance systems for problem solving, 1977, no DOI on record); 10.1145/42404.42405 (Reasoning with worlds and truth maintenance in a knowledge-based programming environment, 1988); 10.1184/r1/6610625 (The ins and outs of reason maintenance, 2018); 10.1016/s0004-3702(98)00068-x (Remote Agent: to boldly go where no AI system has gone before, 1998); 10.1016/0004-3702(94)00096-4 (Structure-driven algorithms for truth maintenance, 1996); 10.1016/j.dam.2005.10.022 (Conflict-directed A* and its role in model-based embedded systems, 2007); 10.1016/j.artint.2018.12.004 (Maintenance of datalog materialisations revisited, 2019); 10.1016/0888-613x(89)90009-1 (A valuation-based language for expert systems, 1989)",10.1184/r1/6610625; 10.1016/j.artint.2018.12.004,"'The ins and outs of reason maintenance' is a 2018 retrospective/survey directly using the mandated 'reason maintenance' variant term, good Phase A vocabulary-map material. 'Maintenance of datalog materialisations revisited' extends TMS-style incremental dependency maintenance to modern Datalog/rule-based knowledge-graph materialisation - a vocabulary/mechanism bridge from classical TMS to contemporary KG incremental-maintenance systems, directly relevant to D-System's typed-transition (H2) and change-impact (H10) hypotheses.","The 1977 problem-solving paper and 1988 worlds/knowledge-programming paper are earlier historical TMS applications superseded by the canonical Doyle/de Kleer papers pursued directly in later rows; Remote Agent, structure-driven algorithms, conflict-directed A*, and the valuation-based expert-system-language paper are TMS/ATMS application or extension papers adjacent to but not adding a distinct vocabulary point this pass.",none,none,none
LIT-01-S107,D08,1,A,ATMS JTMS dependency-directed backtracking assumption-based truth maintenance survey,web search,2026-09-12,none,"researchgate.net/publication/24293777 (A beginner's guide to belief revision and truth maintenance systems); academia.edu/16674638/An_assumption_based_TMS (mirror of de Kleer's ATMS paper); cis.temple.edu/~ingargio/cis587/readings/tms.html (course reading page); users.cs.northwestern.edu/~forbus/c44/Lectures/TMS Intro.pdf (Forbus, TMS Intro lecture notes); arxiv:1401.4606 (Drake: An Efficient Executive for Temporal Plans with Choice); researchgate.net/publication/37597169 (An Outlook on Truth Maintenance, Forbus and de Kleer); image-ppubs.uspto.gov/.../4918621 (US patent: Method for representing a directed acyclic graph of worlds using an assumption-based truth maintenance system); image-ppubs.uspto.gov/.../5088048 (US patent: Massively parallel propositional reasoning); arxiv:1304.2755 (Combining Symbolic and Numeric Approaches to Uncertainty Management); image-ppubs.uspto.gov/.../7962321 (US patent: Modeling when connections are the problem)",researchgate.net/publication/37597169; uspto:4918621,"'An Outlook on Truth Maintenance' (Forbus and de Kleer) is a canonical overview contrasting JTMS and ATMS approaches, exactly the Phase A vocabulary/taxonomy source this variant sweep targets (access via ResearchGate abstract/secondary record, primary is the MIT AI Memo). The USPTO patent for representing a directed acyclic graph of worlds using an ATMS is direct evidence that assumption-based truth maintenance was patented/commercialised for world/context representation - relevant prior-art-availability evidence for the extraction dispatch, permitted under the methodology's 'patents where useful' source category.","The beginner's-guide and course-reading/lecture-note results are further secondary teaching material duplicating the same JTMS/ATMS distinction already captured by the kept Outlook paper; the de Kleer ATMS mirror is a duplicate of the paper kept directly from Crossref in a later row; Drake (temporal-plan executive) and the symbolic/numeric uncertainty-management paper are adjacent applications, not pursued; the massively-parallel-reasoning and network-modeling patents are further patent hits but weaker/more tangential matches than the world-representation patent kept.",none,none,none
LIT-01-S108,D08,1,D,Assumption-based TMS de Kleer 1986 Artificial Intelligence journal,Crossref API,2026-09-12,none,"10.1016/0004-3702(86)90080-9 (An assumption-based TMS, de Kleer, 1986); 10.7551/mitpress/1413.003.0011 (A perspective on assumption-based truth maintenance, book-chapter reprint, 1994); 10.1016/0004-3702(93)90171-7 (A perspective on assumption-based truth maintenance, journal, 1993); 10.1007/978-3-642-71145-9_22 (Assumptionbased Truth Maintenance, book chapter, 1986); 10.1016/0004-3702(86)90081-0 (Extending the ATMS, de Kleer, 1986)",10.1016/0004-3702(86)90080-9; 10.1016/0004-3702(86)90081-0; 10.1016/0004-3702(93)90171-7,"These are de Kleer's own canonical ATMS papers (the domain's ATMS variant) plus his own later retrospective survey - foundational primary sources for assumption-based truth maintenance; paywalled (Artificial Intelligence journal, Elsevier), assessed via abstract/secondary coverage per the access-limitation rule.","10.7551/mitpress/1413.003.0011 is a book-chapter reprint of the same 'perspective' retrospective already kept in its original journal form; 10.1007/978-3-642-71145-9_22 is a further book-chapter printing of the same foundational ATMS material, not pursued as a distinct source.","10.7551/mitpress/1413.003.0011 is a book-chapter reprint of 10.1016/0004-3702(93)90171-7, not separately kept.",none,none
LIT-01-S109,D08,1,D,A Truth Maintenance System Doyle 1979 Artificial Intelligence journal,Crossref API,2026-09-12,none,"10.1016/0004-3702(79)90008-0 (A truth maintenance system, Doyle, 1979); 10.1007/978-3-642-96868-6_250 (Truth Maintenance System, reference-work chapter, 1984); 10.1109/caia.1988.196139 (Using a truth maintenance system to do configuration, CAIA 1988); 10.1016/0004-3702(90)90086-f (A rational reconstruction of nonmonotonic truth maintenance systems, 1990); 10.1023/a:1006562430348 (An Assumption-based Truth Maintenance System in Active Aid for UNIX Users, 2000)",10.1016/0004-3702(79)90008-0; 10.1016/0004-3702(90)90086-f,"10.1016/0004-3702(79)90008-0 is Jon Doyle's own 1979 paper founding the (justification-based) truth maintenance system - the domain's single most canonical reference. 10.1016/0004-3702(90)90086-f ('A rational reconstruction of nonmonotonic truth maintenance systems') explicitly bridges TMS to non-monotonic logic, giving this domain a documented link to D11 (defeasible reasoning) worth carrying into the extraction dispatch.","The 1984 reference-work chapter is a tertiary encyclopedia-style entry; the CAIA-1988 configuration-application paper and the UNIX-active-aid ATMS application paper are narrow application papers, not pursued as distinct sources this pass.",none,none,none
LIT-01-S110,D08,1,D,truth maintenance justification network assumption retraction,arXiv API,2026-09-12,none,"arxiv:1303.1490 (Incremental Probabilistic Inference); arxiv:cs/9512101 (OPUS: An Efficient Admissible Algorithm for Unordered Search); arxiv:1304.2733 (The Automatic Training of Rule Bases that Use Numerical Uncertainty Representations); arxiv:1304.3084 (Towards a General-Purpose Belief Maintenance System); arxiv:1303.1504 (Argument Calculus and Networks); arxiv:2107.05049 (An Adaptive E-Learning System Using Justification Based Truth Maintenance System); arxiv:1303.5402 (Possibilistic Assumption based Truth Maintenance System, Validation in a Data Fusion Application); arxiv:1304.1523 (A Logical Interpretation of Dempster-Shafer Theory, with Application to Visual Recognition)",arxiv:1304.3084; arxiv:1303.5402; arxiv:2107.05049,"arxiv:1304.3084 (Towards a General-Purpose Belief Maintenance System) generalises JTMS/ATMS-style maintenance beyond the classical formulations, a vocabulary/mechanism extension worth tracking. arxiv:1303.5402 combines possibilistic ATMS with a data-fusion application, bearing on D-System's convergence/independence hypotheses (H4) via an explicit uncertainty-weighted justification mechanism. arxiv:2107.05049 is a recent (2021) applied use of justification-based TMS in a live software system (e-learning), evidence that JTMS mechanisms remain in active use outside classical AI research.","Incremental probabilistic inference, OPUS admissible search, rule-base numerical-uncertainty training, argument calculus/networks (properly D12 argumentation), and the Dempster-Shafer visual-recognition paper are adjacent AI-archive results from the same historical TMS-era arXiv cross-listing cluster without a direct truth-maintenance/justification-network focus, not pursued individually.",none,none,none
LIT-01-S111,D08,1,D,truth maintenance system ATMS JTMS reason maintenance,Semantic Scholar API,2026-09-12,none,"semanticscholar.org/paper/f08f699374a27cdbc2c1ecf050ae285b01bda723 (A Truth Maintenance System, dup of Doyle 1979 kept at LIT-01-S109); semanticscholar.org/paper/47590c34024e7c2640fd45ec76d21b0b03739bd4 (Model-based problem-solving and semantic control of the ATMS); semanticscholar.org/paper/4b046636b18a1b96b8d071fbf17f173bad0eea93 (Distributed Assumption-Based Truth Maintenance System for Scalable Reasoning); semanticscholar.org/paper/73dba43150727eddf4e9bfc11dbe7c061d4b6100 (Efficiency of Production Systems When Coupled with an Assumption Based Truth Maintenance System); semanticscholar.org/paper/a55b14d0f074598b4de7b6ce9a9613c1e6aa2142 (Un systeme de maintenance de la verite a propagation de contextes); semanticscholar.org/paper/baed5ce734fc48111a8594e96ba91120ca8e0633 (Axiom Pinpointing Using an Assumption-Based Truth Maintenance System); semanticscholar.org/paper/f65a6d74e5140b29936c7f19f1ea7747414f4ee5 (Representing Actions with an Assumption-Based Truth Maintenance System); semanticscholar.org/paper/fdce4644edc2d382a6389fd8b018272ce09f6d6e (A Possibilistic Assumption-Based Truth Maintenance System with Uncertain Justifications, and its Application to Belief Revision); semanticscholar.org/paper/83304c0046d7c8ea71b7d9c78e157a45e093435c (dup of arxiv:1303.5402 kept at LIT-01-S110); semanticscholar.org/paper/fb785fed67734ed22de892bb4fddcf88c2839239 (dup of 10.1023/a:1006562430348 seen at LIT-01-S109)",semanticscholar:4b046636b18a1b96b8d071fbf17f173bad0eea93; semanticscholar:baed5ce734fc48111a8594e96ba91120ca8e0633,"This Semantic Scholar attempt succeeded (HTTP 200, 395 total matches) rather than rate-limiting as the endpoint has done elsewhere in the campaign - noted for the record. 'Distributed Assumption-Based Truth Maintenance System for Scalable Reasoning' is the clearest collision candidate for a distributed/scaled ATMS, relevant to D-System's multi-agent provenance-network claims (H3, H5). 'Axiom Pinpointing Using an Assumption-Based Truth Maintenance System' applies ATMS-style justification tracking to ontology/description-logic debugging, a directly relevant precedent for D-System's epistemic blast-radius hypothesis (H10) applied to a knowledge structure.","Doyle 1979 and the possibilistic-ATMS-data-fusion paper duplicate sources already kept at LIT-01-S109/S110; the remaining results (semantic control of the ATMS, production-system efficiency, a French-language context-propagation TMS, action representation, uncertain-justifications possibilistic ATMS/belief-revision paper) are further ATMS application papers from the same historical AI literature, adjacent but not individually distinctive enough to keep alongside the two selected.",semanticscholar.org/paper/f08f699374a27cdbc2c1ecf050ae285b01bda723 duplicates 10.1016/0004-3702(79)90008-0 kept at LIT-01-S109; semanticscholar.org/paper/83304c0046d7c8ea71b7d9c78e157a45e093435c duplicates arxiv:1303.5402 kept at LIT-01-S110; semanticscholar.org/paper/fb785fed67734ed22de892bb4fddcf88c2839239 duplicates 10.1023/a:1006562430348 seen (not kept) at LIT-01-S109.,none,none
LIT-01-S112,D08,1,E,truth maintenance justification network assumption retraction impact,web search,2026-09-12,none,"medium.com/@shreyasidnale21/truth-maintenance-systems-tms-1f3055c78fd9 (blog); researchgate.net/publication/37597169 (dup, already kept at LIT-01-S107); academia.edu/16674644/Foundations_of_Assumption_based_Truth_Maintenance_Systems_Preliminary_Report (Foundations of Assumption-based Truth Maintenance Systems: Preliminary Report); cis.temple.edu/~ingargio/cis587/readings/tms.html (dup course page, already seen at LIT-01-S107); users.cs.northwestern.edu/~forbus/c44/Lectures/TMS Intro.pdf (dup, already seen at LIT-01-S107); researchgate.net/publication/24293777 (dup, already seen at LIT-01-S107); image-ppubs.uspto.gov/.../7916652 (US patent: Analyzing network traffic to diagnose subscriber network errors); cdn.aaai.org/AAAI/1996/AAAI96-091.pdf (Scaling up Logic-based Truth Maintenance Systems via Fact Garbage Collection, AAAI-96); linux.ime.usp.br/~cef/mac499-05/monografias/tiago (student monograph, A Truth Maintenance System Implementation)",academia.edu/16674644/Foundations_of_Assumption_based_Truth_Maintenance_Systems_Preliminary_Report; cdn.aaai.org/AAAI/1996/AAAI96-091.pdf,"'Foundations of Assumption-based Truth Maintenance Systems: Preliminary Report' establishes a formal foundation for ATMS along a distinct theoretical lineage from de Kleer's own papers (the Martins/Shapiro SWM* line), a second theoretical grounding for the ATMS variant worth the extraction dispatch's attention. The AAAI-96 fact-garbage-collection paper is the clearest systems/scalability treatment found of exactly the retraction-impact question this collision query targets - what happens computationally when a justification is retracted and its consequences must be propagated and cleaned up - directly relevant to D-System's H10 (epistemic blast-radius analysis).","The Medium post is a low-quality blog explainer (lead only, not evidence); the ResearchGate and course-material results duplicate sources already noted at LIT-01-S107; the USPTO network-traffic-diagnosis patent is a false-positive keyword collision (shares 'network'/'impact' vocabulary but is not a TMS/justification-network system) and was not pursued; the USP student monograph is a coursework-level implementation writeup, not primary literature.","researchgate.net/publication/37597169, cis.temple.edu/~ingargio/cis587/readings/tms.html, users.cs.northwestern.edu/~forbus/c44/Lectures/TMS Intro.pdf and researchgate.net/publication/24293777 already noted at LIT-01-S107; not re-kept here.",none,none
LIT-01-S113,D09,1,A,epistemic logic knowledge operator S5 common knowledge Hintikka Fagin Halpern,OpenAlex API,2026-09-12,none,"10.1145/79147.79161 (Knowledge and common knowledge in a distributed environment, Halpern and Moses, 1990); 10.1016/j.artint.2009.02.003 (Quantified epistemic logics for reasoning about knowledge in multi-agent systems, 2009); 10.1093/logcom/3.2.173 (Systems for Knowledge and Belief, 1993); 10.1016/j.ijar.2013.11.003 (A simple logic for reasoning about incomplete knowledge, 2013); openalex:W2271942845 (Undecidability in Epistemic Planning, 2013); 10.1111/nous.12186 (Two Paradoxes of Common Knowledge: Coordinated Attack and Electronic Mail, 2017); openalex:W1965788386 (Actions and resources in epistemic logic, 2006); 10.3166/jancl.17.231-253 (Expressivity and completeness for public update logics via reduction axioms, 2007)",10.1145/79147.79161; 10.1093/logcom/3.2.173,"Halpern and Moses 1990 is one of the most cited papers in the epistemic-logic-for-distributed/multi-agent-systems literature, establishing common-knowledge and S5-style knowledge operators for distributed computing - a direct ancestor of D-System's own distributed multi-agent framing (H1, H5). 'Systems for Knowledge and Belief' gives the axiomatic-systems comparison (S5 for knowledge, KD45 for belief), bridging directly to D10 doxastic logic.","Quantified epistemic logics for MAS, the incomplete-knowledge logic paper, epistemic-planning undecidability, the common-knowledge-paradoxes paper, actions/resources in epistemic logic, and the public-update-logic reduction-axioms paper are further formal-epistemic-logic results, adjacent, pursued individually only where a later row's collision focus needs them.",none,none,none
LIT-01-S114,D09,1,A,dynamic epistemic logic survey van Ditmarsch van der Hoek Kooi Baltag Moss Solecki,web search,2026-09-12,none,"arxiv:2211.02452 (Changing agents and ascribing beliefs in dynamic epistemic logic); link.springer.com/chapter/10.1007/978-3-540-73681-3_4 (Dynamic Epistemic Logic and Knowledge Puzzles); archive.illc.uva.nl/ESSLLI2008/Materials/vanEijckvanDitmarsch/vanEijckvanDitmarsch.pdf (van Eijck and van Ditmarsch, Dynamic Epistemic Logic, ESSLLI 2008 lecture notes); arxiv:1706.06845 (Turing Completeness of Finite, Epistemic Programs); researchgate.net/publication/259810884 (dup of the DEL monograph); arxiv:2203.06744 (Logics for Epistemic Actions: Completeness, Decidability, Expressivity); arxiv:1707.08758 (Endogenizing Epistemic Actions); philpapers.org/rec/VANDEL-6 (van Ditmarsch, van der Hoek and Kooi, Dynamic Epistemic Logic, Synthese Library 337, Springer 2007); amazon.com/dp/1402058381 (commercial listing of the same monograph); arxiv:2103.03032 (Wanted Dead or Alive: Epistemic logic for impure simplicial complexes)",philpapers.org/rec/VANDEL-6; archive.illc.uva.nl/ESSLLI2008/Materials/vanEijckvanDitmarsch/vanEijckvanDitmarsch.pdf,"The PhilPapers record confirms the field's canonical monograph: van Ditmarsch, van der Hoek and Kooi, 'Dynamic Epistemic Logic' (Synthese Library 337, Springer 2007) - the domain's mandated 'dynamic epistemic logic' variant term traces directly to this book. The van Eijck and van Ditmarsch ESSLLI 2008 lecture notes are a widely used, openly accessible canonical teaching survey of the same material, useful full-text Phase A vocabulary source where the monograph itself is paywalled.","The changing-agents/belief-ascription paper, the knowledge-puzzles book chapter, the Turing-completeness-of-epistemic-programs paper, the epistemic-actions completeness/decidability/expressivity paper, 'Endogenizing Epistemic Actions', and the impure-simplicial-complexes DEL paper are further DEL-literature extensions, individually adjacent, not selected as canonical anchors; the Amazon listing is a commercial page, not evidence.",researchgate.net/publication/259810884 duplicates the same monograph kept via its PhilPapers record; not separately kept.,none,none
LIT-01-S115,D09,1,D,epistemic logic model checker DEMO MCK implementation github,web search,2026-09-12,none,arxiv:1310.6406 (On the Complexity of Dynamic Epistemic Logic); arxiv:1310.6423 (Symbolic Synthesis of Knowledge-based Program Implementations with Synchronous Semantics); arxiv:1004.5130 (Epistemic Model Checking for Knowledge-Based Program Implementation: an Application to Anonymous Broadcast); github.com/topics/epistemic-logic (topic index); github.com/topics/modal-logic (topic index); arxiv:1010.2287 (Abstraction for Epistemic Model Checking of Dining Cryptographers-based Protocols); researchgate.net/publication/46694895 (DEMO --- A Demo of Epistemic Modelling); arxiv:1707.08756 (Optimizing Epistemic Model Checking Using Conditional Independence),arxiv:1004.5130; arxiv:1310.6423; researchgate.net/publication/46694895,"arxiv:1004.5130 directly targets knowledge-based program implementation via epistemic model checking - one of the strongest available collision candidates linking epistemic-logic theory to actual software implementation (H2/H7/H8), applied to a concrete protocol (anonymous broadcast). arxiv:1310.6423 (Symbolic Synthesis of Knowledge-based Program Implementations with Synchronous Semantics) is a second, closely related implementation-synthesis paper in the same knowledge-based-programs research line. The ResearchGate record for 'DEMO -- A Demo of Epistemic Modelling' documents van Eijck's open-source DEL model-checking tool (written in Haskell), the concrete implementation artifact this Phase D search targeted.","The complexity-of-DEL paper and the dining-cryptographers/conditional-independence model-checking-optimization papers are further formal/algorithmic DEL results adjacent to but not themselves implementation artifacts; the two GitHub topic-index pages are navigation aggregators, not primary sources; MCK itself did not surface a direct primary source or repository in this search, pursued further at LIT-01-S120.",none,none,none
LIT-01-S116,D09,1,E,dynamic epistemic logic multi-agent knowledge base implementation,web search,2026-09-12,none,"arxiv:2109.07255 (Learning What Others Know); researchgate.net/publication/2811314 (dup of the DEL monograph); arxiv:2508.12840 (Scaling Multi-Agent Epistemic Planning through GNN-Derived Heuristics); arxiv:2007.10090 (Meet MASKS: A novel Multi-Classifier's verification approach - unrelated ML paper, keyword false positive); arxiv:1212.4179 (A Dynamic-Epistemic Logic for Mobile Structured Agents); arxiv:1910.02607 (Modeling Communication of Collaborative Multi-Agent System under Epistemic Planning); researchgate.net/publication/260279548 (Dynamic Epistemic Logic I: Modeling Knowledge and Belief, Handbook of Epistemic Logic ch.1); nature.com/nature-index/topics/l4/epistemic-logic-in-multi-agent-systems (secondary aggregator page); arxiv:1909.08259 (Design of a Solver for Multi-Agent Epistemic Planning); researchgate.net/publication/221648989 (dup of Dynamic Epistemic Logic and Knowledge Puzzles, already seen at LIT-01-S114)",arxiv:1212.4179; arxiv:1909.08259; researchgate.net/publication/260279548,"arxiv:1212.4179 (A Dynamic-Epistemic Logic for Mobile Structured Agents) is the collision query's most direct hit: DEL applied to actual multi-agent software-agent architecture, bearing on H1/H5/H6. arxiv:1909.08259 (Design of a Solver for Multi-Agent Epistemic Planning) is a concrete solver-implementation paper for multi-agent epistemic planning, evidence of DEL-adjacent reasoning already engineered into working planners (H7/H8). The 'Dynamic Epistemic Logic I: Modeling Knowledge and Belief' record is the opening chapter of the Handbook of Epistemic Logic (2015) - the field's most current canonical reference handbook, worth anchoring alongside the 2007 monograph already kept at LIT-01-S114.","'Learning What Others Know', the GNN-heuristics epistemic-planning-scaling paper, the collaborative-multi-agent-communication paper, and the Nature Index topic aggregator page are adjacent multi-agent-epistemic-planning results or secondary aggregators, not pursued individually; 'Meet MASKS' is an unrelated multi-classifier ML-verification paper, a keyword false positive, explicitly excluded.",researchgate.net/publication/2811314 duplicates the DEL monograph already kept at LIT-01-S114; researchgate.net/publication/221648989 duplicates the Dynamic Epistemic Logic and Knowledge Puzzles chapter already seen (not kept) at LIT-01-S114.,none,none
LIT-01-S117,D09,1,D,epistemic logic multi-agent knowledge base,arXiv API,2026-09-12,none,arxiv:1806.10561 (Knowledge Compilation in Multi-Agent Epistemic Logics); arxiv:1401.5849 (Interactions between Knowledge and Time in a First-Order Logic for Multi-Agent Systems: Completeness Results); arxiv:2306.05490 (Learnability with PAC Semantics for Multi-agent Beliefs); arxiv:2206.13841 (Program Semantics and a Verification Technique for Knowledge-Based Multi-Agent Systems); arxiv:2602.06945 (Distributed Knowledge in Simplicial Models); arxiv:1907.09101 (When Do Introspection Axioms Matter for Multi-Agent Epistemic Reasoning?); arxiv:1501.03028 (Knowledge in Communication Networks); arxiv:1609.03338 (Knowing Values and Public Inspection),arxiv:2206.13841; arxiv:2602.06945,"arxiv:2206.13841 (Program Semantics and a Verification Technique for Knowledge-Based Multi-Agent Systems) directly gives program semantics and a verification technique grounded in epistemic logic for multi-agent systems - a strong collision candidate bearing on H2 (typed transitions), H7 (development provenance) and H9 (bidirectional traceability) since it connects formal knowledge states to verified program behavior. arxiv:2602.06945 (2026, Distributed Knowledge in Simplicial Models) is the most recent advance in the distributed/common-knowledge line first anchored by Halpern-Moses 1990, showing the domain remains active.","Knowledge compilation, the first-order completeness-results paper, PAC-semantics learnability, introspection-axiom analysis, knowledge-in-communication-networks and knowing-values/public-inspection papers are further formal multi-agent-epistemic-logic results, adjacent but not selected as the two strongest hits this pass.",none,none,none
LIT-01-S118,D09,1,D,dynamic epistemic logic multi-agent knowledge base,Semantic Scholar API,2026-09-12,none,none,none,none,"HTTP 429 'Too Many Requests' returned immediately (rate-limited, no API key) - consistent with this endpoint's behavior throughout the campaign; zero results retrievable.",none,none,none
